Date,Time,Irradiance
1/2/2025,16:54:20,000.0
1/2/2025,17:04:20,000.0
1/2/2025,17:14:20,000.0
1/2/2025,17:24:20,000.0
1/2/2025,17:34:20,000.0
1/2/2025,17:44:20,000.0
1/2/2025,17:54:20,000.0
1/2/2025,18:04:20,000.0
1/2/2025,18:14:20,000.0
1/2/2025,18:24:20,000.0
1/2/2025,18:34:20,000.0
1/2/2025,18:44:20,000.0
1/2/2025,18:54:20,000.0
1/2/2025,19:04:20,000.0
1/2/2025,19:14:20,000.0
1/2/2025,19:24:20,000.0
1/2/2025,19:34:20,000.0
1/2/2025,19:44:20,000.0
1/2/2025,19:54:20,000.0
1/2/2025,20:04:20,000.0
1/2/2025,20:14:20,000.0
1/2/2025,20:24:20,000.0
1/2/2025,20:34:20,000.0
1/2/2025,20:44:20,000.0
1/2/2025,20:54:20,000.0
1/2/2025,21:04:20,000.0
1/2/2025,21:14:20,000.0
1/2/2025,21:24:20,000.0
1/2/2025,21:34:20,000.0
1/2/2025,21:44:20,000.0
1/2/2025,21:54:20,000.0
1/2/2025,22:04:20,000.0
1/2/2025,22:14:20,000.0
1/2/2025,22:24:20,000.0
1/2/2025,22:34:20,000.0
1/2/2025,22:44:20,000.1
1/2/2025,22:54:20,001.1
1/2/2025,23:04:20,005.3
1/2/2025,23:14:20,008.8
1/2/2025,23:24:20,013.8
1/2/2025,23:34:20,018.8
1/2/2025,23:44:20,015.9
1/2/2025,23:54:20,029.9
1/3/2025,0:04:20,048.7
1/3/2025,0:14:20,070.9
1/3/2025,0:24:20,090.4
1/3/2025,0:34:20,098.8
1/3/2025,0:44:20,106.9
1/3/2025,0:54:20,124.5
1/3/2025,1:04:20,148.1
1/3/2025,1:14:20,173.6
1/3/2025,1:24:20,162.3
1/3/2025,1:34:20,182.0
1/3/2025,1:44:20,057.2
1/3/2025,1:54:20,064.3
1/3/2025,2:04:20,214.4
1/3/2025,2:14:20,249.1
1/3/2025,2:24:20,255.0
1/3/2025,2:34:20,252.6
1/3/2025,2:44:20,260.9
1/3/2025,2:54:20,243.9
1/3/2025,3:04:20,353.8
1/3/2025,3:14:20,502.9
1/3/2025,3:24:20,442.2
1/3/2025,3:34:20,461.9
1/3/2025,3:44:20,380.5
1/3/2025,3:54:20,461.5
1/3/2025,4:04:20,382.5
1/3/2025,4:14:20,475.6
1/3/2025,4:24:20,479.5
1/3/2025,4:34:20,641.9
1/3/2025,4:44:20,600.8
1/3/2025,4:54:20,511.3
1/3/2025,5:04:20,468.5
1/3/2025,5:14:20,285.7
1/3/2025,5:24:20,328.9
1/3/2025,5:34:20,179.1
1/3/2025,5:44:20,090.5
1/3/2025,5:54:20,095.5
1/3/2025,6:04:20,155.9
1/3/2025,6:14:20,146.4
1/3/2025,6:24:20,077.0
1/3/2025,6:34:20,085.2
1/3/2025,6:44:20,027.8
1/3/2025,6:54:20,035.6
1/3/2025,7:04:20,067.8
1/3/2025,7:14:20,085.0
1/3/2025,7:24:20,090.9
1/3/2025,7:34:20,018.0
1/3/2025,7:44:20,056.7
1/3/2025,7:54:20,058.6
1/3/2025,8:04:20,045.4
1/3/2025,8:14:20,043.3
1/3/2025,8:24:20,044.1
1/3/2025,8:34:20,039.7
1/3/2025,8:44:20,038.5
1/3/2025,8:54:20,038.6
1/3/2025,9:04:20,037.5
1/3/2025,9:14:20,039.2
1/3/2025,9:24:20,039.5
1/3/2025,9:34:20,040.9
1/3/2025,9:44:20,040.2
1/3/2025,9:54:20,039.0
1/3/2025,10:04:20,035.6
1/3/2025,10:14:20,030.9
1/3/2025,10:24:20,025.4
1/3/2025,10:34:20,018.9
1/3/2025,10:44:20,012.1
1/3/2025,10:54:20,013.2
1/3/2025,11:04:20,006.6
1/3/2025,11:14:20,002.7
1/3/2025,11:24:20,000.1
1/3/2025,11:34:20,000.0
1/3/2025,11:44:20,000.0
1/3/2025,11:54:20,000.0
1/3/2025,12:04:20,000.0
1/3/2025,12:14:20,000.0
1/3/2025,12:24:20,000.0
1/3/2025,12:34:20,000.0
1/3/2025,12:44:20,000.0
1/3/2025,12:54:20,000.0
1/3/2025,13:04:20,000.0
1/3/2025,13:14:20,000.0
1/3/2025,13:24:20,000.0
1/3/2025,13:34:20,000.0
1/3/2025,13:44:20,000.0
1/3/2025,13:54:20,000.0
1/3/2025,14:04:20,000.0
1/3/2025,14:14:20,000.0
1/3/2025,14:24:20,000.0
1/3/2025,14:34:20,000.0
1/3/2025,14:44:20,000.0
1/3/2025,14:54:20,000.0
1/3/2025,15:04:20,000.0
1/3/2025,15:14:20,000.0
1/3/2025,15:24:20,000.0
1/3/2025,15:34:20,000.0
1/3/2025,15:44:20,000.0
1/3/2025,15:54:20,000.0
1/3/2025,16:04:20,000.0
1/3/2025,16:14:20,000.0
1/3/2025,16:24:20,000.0
1/3/2025,16:34:20,000.0
1/3/2025,16:44:20,000.0
1/3/2025,16:54:20,000.0
1/3/2025,17:04:20,000.0
1/3/2025,17:14:20,000.0
1/3/2025,17:24:20,000.0
1/3/2025,17:34:20,000.0
1/3/2025,17:44:20,000.0
1/3/2025,17:54:20,000.0
1/3/2025,18:04:20,000.0
1/3/2025,18:14:20,000.0
1/3/2025,18:24:20,000.0
1/3/2025,18:34:20,000.0
1/3/2025,18:44:20,000.0
1/3/2025,18:54:20,000.0
1/3/2025,19:04:20,000.0
1/3/2025,19:14:20,000.0
1/3/2025,19:24:20,000.0
1/3/2025,19:34:20,000.0
1/3/2025,19:44:20,000.0
1/3/2025,19:54:20,000.0
1/3/2025,20:04:20,000.0
1/3/2025,20:14:20,000.0
1/3/2025,20:24:20,000.0
1/3/2025,20:34:20,000.0
1/3/2025,20:44:20,000.0
1/3/2025,20:54:20,000.0
1/3/2025,21:04:20,000.0
1/3/2025,21:14:20,000.0
1/3/2025,21:24:20,000.0
1/3/2025,21:34:20,000.0
1/3/2025,21:44:20,000.0
1/3/2025,21:54:20,000.0
1/3/2025,22:04:20,000.0
1/3/2025,22:14:20,000.0
1/3/2025,22:24:20,000.0
1/3/2025,22:34:20,000.0
1/3/2025,22:44:20,000.4
1/3/2025,22:54:20,002.2
1/3/2025,23:04:20,006.0
1/3/2025,23:14:20,020.9
1/3/2025,23:24:20,030.6
1/3/2025,23:34:20,036.0
1/3/2025,23:44:20,057.5
1/3/2025,23:54:20,055.2
1/4/2025,0:04:20,058.7
1/4/2025,0:14:20,058.7
1/4/2025,0:24:20,072.0
1/4/2025,0:34:20,131.7
1/4/2025,0:44:20,151.7
1/4/2025,0:54:20,185.1
1/4/2025,1:04:20,203.2
1/4/2025,1:14:20,221.7
1/4/2025,1:24:20,234.1
1/4/2025,1:34:20,205.1
1/4/2025,1:44:20,212.7
1/4/2025,1:54:20,313.5
1/4/2025,2:04:20,348.9
1/4/2025,2:14:20,272.2
1/4/2025,2:24:20,431.5
1/4/2025,2:34:20,394.4
1/4/2025,2:44:20,541.0
1/4/2025,2:54:20,591.8
1/4/2025,3:04:20,700.3
1/4/2025,3:14:20,397.8
1/4/2025,3:24:20,508.2
1/4/2025,3:34:20,355.7
1/4/2025,3:44:20,284.1
1/4/2025,3:54:20,271.1
1/4/2025,4:04:20,241.0
1/4/2025,4:14:20,214.5
1/4/2025,4:24:20,248.7
1/4/2025,4:34:20,174.2
1/4/2025,4:44:20,231.0
1/4/2025,4:54:20,164.8
1/4/2025,5:04:20,1036
1/4/2025,5:14:20,1042
1/4/2025,5:24:20,242.0
1/4/2025,5:34:20,158.1
1/4/2025,5:44:20,801.0
1/4/2025,5:54:20,937.3
1/4/2025,6:04:20,876.4
1/4/2025,6:14:20,929.6
1/4/2025,6:24:20,660.0
1/4/2025,6:34:20,982.3
1/4/2025,6:44:20,235.9
1/4/2025,6:54:20,211.8
1/4/2025,7:04:20,253.8
1/4/2025,7:14:20,636.9
1/4/2025,7:24:20,177.8
1/4/2025,7:34:20,287.1
1/4/2025,7:44:20,768.5
1/4/2025,7:54:20,187.9
1/4/2025,8:04:20,218.8
1/4/2025,8:14:20,624.4
1/4/2025,8:24:20,546.3
1/4/2025,8:34:20,503.7
1/4/2025,8:44:20,394.7
1/4/2025,8:54:20,226.2
1/4/2025,9:04:20,273.4
1/4/2025,9:14:20,272.1
1/4/2025,9:24:20,231.7
1/4/2025,9:34:20,195.1
1/4/2025,9:44:20,222.4
1/4/2025,9:54:20,219.1
1/4/2025,10:04:20,124.9
1/4/2025,10:14:20,151.1
1/4/2025,10:24:20,111.9
1/4/2025,10:34:20,056.5
1/4/2025,10:44:20,032.3
1/4/2025,10:54:20,014.7
1/4/2025,11:04:20,004.3
1/4/2025,11:14:20,000.8
1/4/2025,11:24:20,000.0
1/4/2025,11:34:20,000.0
1/4/2025,11:44:20,000.0
1/4/2025,11:54:20,000.0
1/4/2025,12:04:20,000.0
1/4/2025,12:14:20,000.0
1/4/2025,12:24:20,000.0
1/4/2025,12:34:20,000.0
1/4/2025,12:44:20,000.0
1/4/2025,12:54:20,000.0
1/4/2025,13:04:20,000.0
1/4/2025,13:14:20,000.0
1/4/2025,13:24:20,000.0
1/4/2025,13:34:20,000.0
1/4/2025,13:44:20,000.0
1/4/2025,13:54:20,000.0
1/4/2025,14:04:20,000.0
1/4/2025,14:14:20,000.0
1/4/2025,14:24:20,000.0
1/4/2025,14:34:20,000.0
1/4/2025,14:44:20,000.0
1/4/2025,14:54:20,000.0
1/4/2025,15:04:20,000.0
1/4/2025,15:14:20,000.0
1/4/2025,15:24:20,000.0
1/4/2025,15:34:20,000.0
1/4/2025,15:44:20,000.0
1/4/2025,15:54:20,000.0
1/4/2025,16:04:20,000.0
1/4/2025,16:14:20,000.0
1/4/2025,16:24:20,000.0
1/4/2025,16:34:20,000.0
1/4/2025,16:44:20,000.0
1/4/2025,16:54:20,000.0
1/4/2025,17:04:20,000.0
1/4/2025,17:14:20,000.0
1/4/2025,17:24:20,000.0
1/4/2025,17:34:20,000.0
1/4/2025,17:44:20,000.0
1/4/2025,17:54:20,000.0
1/4/2025,18:04:20,000.0
1/4/2025,18:14:20,000.0
1/4/2025,18:24:20,000.0
1/4/2025,18:34:20,000.0
1/4/2025,18:44:20,000.0
1/4/2025,18:54:20,000.0
1/4/2025,19:04:20,000.0
1/4/2025,19:14:20,000.0
1/4/2025,19:24:20,000.0
1/4/2025,19:34:20,000.0
1/4/2025,19:44:20,000.0
1/4/2025,19:54:20,000.0
1/4/2025,20:04:20,000.0
1/4/2025,20:14:20,000.0
1/4/2025,20:24:20,000.0
1/4/2025,20:34:20,000.0
1/4/2025,20:44:20,000.0
1/4/2025,20:54:20,000.0
1/4/2025,21:04:20,000.0
1/4/2025,21:14:20,000.0
1/4/2025,21:24:20,000.0
1/4/2025,21:34:20,000.0
1/4/2025,21:44:20,000.0
1/4/2025,21:54:20,000.0
1/4/2025,22:04:20,000.0
1/4/2025,22:14:20,000.0
1/4/2025,22:24:20,000.0
1/4/2025,22:34:20,000.0
1/4/2025,22:44:20,000.0
1/4/2025,22:54:20,000.1
1/4/2025,23:04:20,000.4
1/4/2025,23:14:20,000.9
1/4/2025,23:24:20,001.9
1/4/2025,23:34:20,004.7
1/4/2025,23:44:20,004.9
1/4/2025,23:54:20,004.0
1/5/2025,0:04:20,006.6
1/5/2025,0:14:20,010.9
1/5/2025,0:24:20,018.0
1/5/2025,0:34:20,016.1
1/5/2025,0:44:20,037.5
1/5/2025,0:54:20,077.2
1/5/2025,1:04:20,090.6
1/5/2025,1:14:20,110.5
1/5/2025,1:24:20,100.0
1/5/2025,1:34:20,103.4
1/5/2025,1:44:20,101.3
1/5/2025,1:54:20,170.1
1/5/2025,2:04:20,200.8
1/5/2025,2:14:20,220.4
1/5/2025,2:24:20,207.5
1/5/2025,2:34:20,202.2
1/5/2025,2:44:20,193.0
1/5/2025,2:54:20,208.5
1/5/2025,3:04:20,227.7
1/5/2025,3:14:20,206.4
1/5/2025,3:24:20,235.4
1/5/2025,3:34:20,272.5
1/5/2025,3:44:20,308.1
1/5/2025,3:54:20,363.1
1/5/2025,4:04:20,436.6
1/5/2025,4:14:20,467.3
1/5/2025,4:24:20,245.6
1/5/2025,4:34:20,521.5
1/5/2025,4:44:20,110.9
1/5/2025,4:54:20,129.1
1/5/2025,5:04:20,257.5
1/5/2025,5:14:20,396.6
1/5/2025,5:24:20,314.5
1/5/2025,5:34:20,274.5
1/5/2025,5:44:20,286.9
1/5/2025,5:54:20,249.6
1/5/2025,6:04:20,201.6
1/5/2025,6:14:20,176.6
1/5/2025,6:24:20,186.5
1/5/2025,6:34:20,164.2
1/5/2025,6:44:20,131.6
1/5/2025,6:54:20,240.0
1/5/2025,7:04:20,322.9
1/5/2025,7:14:20,328.8
1/5/2025,7:24:20,317.7
1/5/2025,7:34:20,301.3
1/5/2025,7:44:20,292.3
1/5/2025,7:54:20,281.7
1/5/2025,8:04:20,270.1
1/5/2025,8:14:20,249.6
1/5/2025,8:24:20,237.3
1/5/2025,8:34:20,216.6
1/5/2025,8:44:20,212.3
1/5/2025,8:54:20,201.3
1/5/2025,9:04:20,194.5
1/5/2025,9:14:20,189.6
1/5/2025,9:24:20,179.1
1/5/2025,9:34:20,170.7
1/5/2025,9:44:20,146.8
1/5/2025,9:54:20,126.4
1/5/2025,10:04:20,122.5
1/5/2025,10:14:20,104.9
1/5/2025,10:24:20,075.0
1/5/2025,10:34:20,055.7
1/5/2025,10:44:20,030.7
1/5/2025,10:54:20,013.7
1/5/2025,11:04:20,002.9
1/5/2025,11:14:20,000.7
1/5/2025,11:24:20,000.0
1/5/2025,11:34:20,000.0
1/5/2025,11:44:20,000.0
1/5/2025,11:54:20,000.0
1/5/2025,12:04:20,000.0
1/5/2025,12:14:20,000.0
1/5/2025,12:24:20,000.0
1/5/2025,12:34:20,000.0
1/5/2025,12:44:20,000.0
1/5/2025,12:54:20,000.0
1/5/2025,13:04:20,000.0
1/5/2025,13:14:20,000.0
1/5/2025,13:24:20,000.0
1/5/2025,13:34:20,000.0
1/5/2025,13:44:20,000.0
1/5/2025,13:54:20,000.0
1/5/2025,14:04:20,000.0
1/5/2025,14:14:20,000.0
1/5/2025,14:24:20,000.0
1/5/2025,14:34:20,000.0
1/5/2025,14:44:20,000.0
1/5/2025,14:54:20,000.0
1/5/2025,15:04:20,000.0
1/5/2025,15:14:20,000.0
1/5/2025,15:24:20,000.0
1/5/2025,15:34:20,000.0
1/5/2025,15:44:20,000.0
1/5/2025,15:54:20,000.0
1/5/2025,16:04:20,000.0
1/5/2025,16:14:20,000.0
1/5/2025,16:24:20,000.0
1/5/2025,16:34:20,000.0
1/5/2025,16:44:20,000.0
1/5/2025,16:54:20,000.0
1/5/2025,17:04:20,000.0
1/5/2025,17:14:20,000.0
1/5/2025,17:24:20,000.0
1/5/2025,17:34:20,000.0
1/5/2025,17:44:20,000.0
1/5/2025,17:54:20,000.0
1/5/2025,18:04:20,000.0
1/5/2025,18:14:20,000.0
1/5/2025,18:24:20,000.0
1/5/2025,18:34:20,000.0
1/5/2025,18:44:20,000.0
1/5/2025,18:54:20,000.0
1/5/2025,19:04:20,000.0
1/5/2025,19:14:20,000.0
1/5/2025,19:24:20,000.0
1/5/2025,19:34:20,000.0
1/5/2025,19:44:20,000.0
1/5/2025,19:54:20,000.0
1/5/2025,20:04:20,000.0
1/5/2025,20:14:20,000.0
1/5/2025,20:24:20,000.0
1/5/2025,20:34:20,000.0
1/5/2025,20:44:20,000.0
1/5/2025,20:54:20,000.0
1/5/2025,21:04:20,000.0
1/5/2025,21:14:20,000.0
1/5/2025,21:24:20,000.0
1/5/2025,21:34:20,000.0
1/5/2025,21:44:20,000.0
1/5/2025,21:54:20,000.1
1/5/2025,22:04:20,000.0
1/5/2025,22:14:20,000.0
1/5/2025,22:24:20,000.0
1/5/2025,22:34:20,000.0
1/5/2025,22:44:20,000.3
1/5/2025,22:54:20,000.7
1/5/2025,23:04:20,005.8
1/5/2025,23:14:20,011.0
1/5/2025,23:24:20,014.9
1/5/2025,23:34:20,025.1
1/5/2025,23:44:20,032.1
1/5/2025,23:54:20,052.3
1/6/2025,0:04:20,059.4
1/6/2025,0:14:20,074.3
1/6/2025,0:24:20,058.3
1/6/2025,0:34:20,096.8
1/6/2025,0:44:20,124.8
1/6/2025,0:54:20,110.5
1/6/2025,1:04:20,145.1
1/6/2025,1:14:20,136.8
1/6/2025,1:24:20,138.6
1/6/2025,1:34:20,161.8
1/6/2025,1:44:20,149.4
1/6/2025,1:54:20,117.0
1/6/2025,2:04:20,137.0
1/6/2025,2:14:20,158.9
1/6/2025,2:24:20,202.8
1/6/2025,2:34:20,246.4
1/6/2025,2:44:20,271.5
1/6/2025,2:54:20,226.3
1/6/2025,3:04:20,147.2
1/6/2025,3:14:20,234.6
1/6/2025,3:24:20,283.1
1/6/2025,3:34:20,284.2
1/6/2025,3:44:20,347.1
1/6/2025,3:54:20,336.8
1/6/2025,4:04:20,226.7
1/6/2025,4:14:20,213.0
1/6/2025,4:24:20,229.9
1/6/2025,4:34:20,271.4
1/6/2025,4:44:20,220.5
1/6/2025,4:54:20,253.1
1/6/2025,5:04:20,328.2
1/6/2025,5:14:20,160.4
1/6/2025,5:24:20,313.0
1/6/2025,5:34:20,262.1
1/6/2025,5:44:20,484.0
1/6/2025,5:54:20,371.2
1/6/2025,6:04:20,314.4
1/6/2025,6:14:20,650.7
1/6/2025,6:24:20,439.5
1/6/2025,6:34:20,254.1
1/6/2025,6:44:20,286.4
1/6/2025,6:54:20,604.4
1/6/2025,7:04:20,409.0
1/6/2025,7:14:20,377.3
1/6/2025,7:24:20,235.4
1/6/2025,7:34:20,348.9
1/6/2025,7:44:20,683.2
1/6/2025,7:54:20,676.0
1/6/2025,8:04:20,652.6
1/6/2025,8:14:20,184.6
1/6/2025,8:24:20,168.9
1/6/2025,8:34:20,517.2
1/6/2025,8:44:20,445.4
1/6/2025,8:54:20,422.9
1/6/2025,9:04:20,390.9
1/6/2025,9:14:20,318.9
1/6/2025,9:24:20,277.4
1/6/2025,9:34:20,226.5
1/6/2025,9:44:20,217.0
1/6/2025,9:54:20,179.2
1/6/2025,10:04:20,117.0
1/6/2025,10:14:20,060.1
1/6/2025,10:24:20,032.9
1/6/2025,10:34:20,021.1
1/6/2025,10:44:20,011.7
1/6/2025,10:54:20,006.5
1/6/2025,11:04:20,003.9
1/6/2025,11:14:20,001.1
1/6/2025,11:24:20,000.0
1/6/2025,11:34:20,000.0
1/6/2025,11:44:20,000.0
1/6/2025,11:54:20,000.0
1/6/2025,12:04:20,000.0
1/6/2025,12:14:20,000.0
1/6/2025,12:24:20,000.0
1/6/2025,12:34:20,000.0
1/6/2025,12:44:20,000.0
1/6/2025,12:54:20,000.0
1/6/2025,13:04:20,000.0
1/6/2025,13:14:20,000.0
1/6/2025,13:24:20,000.0
1/6/2025,13:34:20,000.0
1/6/2025,13:44:20,000.0
1/6/2025,13:54:20,000.0
1/6/2025,14:04:20,000.0
1/6/2025,14:14:20,000.0
1/6/2025,14:24:20,000.0
1/6/2025,14:34:20,000.0
1/6/2025,14:44:20,000.0
1/6/2025,14:54:20,000.0
1/6/2025,15:04:20,000.0
1/6/2025,15:14:20,000.0
1/6/2025,15:24:20,000.0
1/6/2025,15:34:20,000.0
1/6/2025,15:44:20,000.0
1/6/2025,15:54:20,000.0
1/6/2025,16:04:20,000.0
1/6/2025,16:14:20,000.0
1/6/2025,16:24:20,000.0
1/6/2025,16:34:20,000.0
1/6/2025,16:44:20,000.0
1/6/2025,16:54:20,000.0
1/6/2025,17:04:20,000.0
1/6/2025,17:14:20,000.0
1/6/2025,17:24:20,000.0
1/6/2025,17:34:20,000.0
1/6/2025,17:44:20,000.0
1/6/2025,17:54:20,000.0
1/6/2025,18:04:20,000.0
1/6/2025,18:14:20,000.0
1/6/2025,18:24:20,000.0
1/6/2025,18:34:20,000.0
1/6/2025,18:44:20,000.0
1/6/2025,18:54:20,000.0
1/6/2025,19:04:20,000.0
1/6/2025,19:14:20,000.0
1/6/2025,19:24:20,000.0
1/6/2025,19:34:20,000.0
1/6/2025,19:44:20,000.0
1/6/2025,19:54:20,000.0
1/6/2025,20:04:20,000.0
1/6/2025,20:14:20,000.0
1/6/2025,20:24:20,000.0
1/6/2025,20:34:20,000.0
1/6/2025,20:44:20,000.0
1/6/2025,20:54:20,000.0
1/6/2025,21:04:20,000.0
1/6/2025,21:14:20,000.0
1/6/2025,21:24:20,000.0
1/6/2025,21:34:20,000.0
1/6/2025,21:44:20,000.0
1/6/2025,21:54:20,000.0
1/6/2025,22:04:20,000.0
1/6/2025,22:14:20,000.0
1/6/2025,22:24:20,000.0
1/6/2025,22:34:20,000.1
1/6/2025,22:44:20,000.7
1/6/2025,22:54:20,002.9
1/6/2025,23:04:20,018.2
1/6/2025,23:14:20,030.8
1/6/2025,23:24:20,045.9
1/6/2025,23:34:20,060.3
1/6/2025,23:44:20,069.1
1/6/2025,23:54:20,081.4
1/7/2025,0:04:20,079.3
1/7/2025,0:14:20,092.6
1/7/2025,0:24:20,094.8
1/7/2025,0:34:20,149.8
1/7/2025,0:44:20,175.7
1/7/2025,0:54:20,184.3
1/7/2025,1:04:20,197.6
1/7/2025,1:14:20,179.0
1/7/2025,1:24:20,158.8
1/7/2025,1:34:20,238.1
1/7/2025,1:44:20,165.6
1/7/2025,1:54:20,133.7
1/7/2025,2:04:20,062.8
1/7/2025,2:14:20,162.9
1/7/2025,2:24:20,314.3
1/7/2025,2:34:20,392.7
1/7/2025,2:44:20,232.9
1/7/2025,2:54:20,132.3
1/7/2025,3:04:20,287.1
1/7/2025,3:14:20,467.2
1/7/2025,3:24:20,269.1
1/7/2025,3:34:20,749.3
1/7/2025,3:44:20,733.4
1/7/2025,3:54:20,321.8
1/7/2025,4:04:20,360.2
1/7/2025,4:14:20,375.2
1/7/2025,4:24:20,579.6
1/7/2025,4:34:20,241.1
1/7/2025,4:44:20,239.9
1/7/2025,4:54:20,228.3
1/7/2025,5:04:20,435.8
1/7/2025,5:14:20,118.4
1/7/2025,5:24:20,369.2
1/7/2025,5:34:20,454.7
1/7/2025,5:44:20,785.6
1/7/2025,5:54:20,785.2
1/7/2025,6:04:20,217.6
1/7/2025,6:14:20,265.8
1/7/2025,6:24:20,697.2
1/7/2025,6:34:20,646.2
1/7/2025,6:44:20,315.8
1/7/2025,6:54:20,358.1
1/7/2025,7:04:20,180.5
1/7/2025,7:14:20,198.7
1/7/2025,7:24:20,437.6
1/7/2025,7:34:20,236.2
1/7/2025,7:44:20,183.7
1/7/2025,7:54:20,218.3
1/7/2025,8:04:20,033.2
1/7/2025,8:14:20,080.7
1/7/2025,8:24:20,138.9
1/7/2025,8:34:20,135.1
1/7/2025,8:44:20,115.7
1/7/2025,8:54:20,118.5
1/7/2025,9:04:20,105.0
1/7/2025,9:14:20,090.2
1/7/2025,9:24:20,082.6
1/7/2025,9:34:20,077.5
1/7/2025,9:44:20,073.2
1/7/2025,9:54:20,058.2
1/7/2025,10:04:20,044.3
1/7/2025,10:14:20,036.8
1/7/2025,10:24:20,023.7
1/7/2025,10:34:20,024.2
1/7/2025,10:44:20,008.5
1/7/2025,10:54:20,008.4
1/7/2025,11:04:20,002.4
1/7/2025,11:14:20,000.7
1/7/2025,11:24:20,000.0
1/7/2025,11:34:20,000.0
1/7/2025,11:44:20,000.0
1/7/2025,11:54:20,000.0
1/7/2025,12:04:20,000.0
1/7/2025,12:14:20,000.0
1/7/2025,12:24:20,000.0
1/7/2025,12:34:20,000.0
1/7/2025,12:44:20,000.0
1/7/2025,12:54:20,000.0
1/7/2025,13:04:20,000.0
1/7/2025,13:14:20,000.0
1/7/2025,13:24:20,000.0
1/7/2025,13:34:20,000.0
1/7/2025,13:44:20,000.0
1/7/2025,13:54:20,000.0
1/7/2025,14:04:20,000.0
1/7/2025,14:14:20,000.0
1/7/2025,14:24:20,000.0
1/7/2025,14:34:20,000.0
1/7/2025,14:44:20,000.0
1/7/2025,14:54:20,000.0
1/7/2025,15:04:20,000.0
1/7/2025,15:14:20,000.0
1/7/2025,15:24:20,000.0
1/7/2025,15:34:20,000.0
1/7/2025,15:44:20,000.0
1/7/2025,15:54:20,000.0
1/7/2025,16:04:20,000.0
1/7/2025,16:14:20,000.0
1/7/2025,16:24:20,000.0
1/7/2025,16:34:20,000.0
1/7/2025,16:44:20,000.0
1/7/2025,16:54:20,000.0
1/7/2025,17:04:20,000.0
1/7/2025,17:14:20,000.0
1/7/2025,17:24:20,000.0
1/7/2025,17:34:20,000.0
1/7/2025,17:44:20,000.0
1/7/2025,17:54:20,000.0
1/7/2025,18:04:20,000.0
1/7/2025,18:14:20,000.0
1/7/2025,18:24:20,000.0
1/7/2025,18:34:20,000.0
1/7/2025,18:44:20,000.0
1/7/2025,18:54:20,000.0
1/7/2025,19:04:20,000.0
1/7/2025,19:14:20,000.0
1/7/2025,19:24:20,000.0
1/7/2025,19:34:20,000.0
1/7/2025,19:44:20,000.0
1/7/2025,19:54:20,000.0
1/7/2025,20:04:20,000.0
1/7/2025,20:14:20,000.0
1/7/2025,20:24:20,000.0
1/7/2025,20:34:20,000.0
1/7/2025,20:44:20,000.0
1/7/2025,20:54:20,000.0
1/7/2025,21:04:20,000.0
1/7/2025,21:14:20,000.0
1/7/2025,21:24:20,000.0
1/7/2025,21:34:20,000.0
1/7/2025,21:44:20,000.0
1/7/2025,21:54:20,000.0
1/7/2025,22:04:20,000.0
1/7/2025,22:14:20,000.0
1/7/2025,22:24:20,000.0
1/7/2025,22:34:20,000.0
1/7/2025,22:44:20,000.2
1/7/2025,22:54:20,001.3
1/7/2025,23:04:20,006.4
1/7/2025,23:14:20,014.2
1/7/2025,23:24:20,013.6
1/7/2025,23:34:20,022.9
1/7/2025,23:44:20,028.7
1/7/2025,23:54:20,049.4
1/8/2025,0:04:20,100.3
1/8/2025,0:14:20,128.7
1/8/2025,0:24:20,143.4
1/8/2025,0:34:20,249.7
1/8/2025,0:44:20,187.1
1/8/2025,0:54:20,150.4
1/8/2025,1:04:20,165.4
1/8/2025,1:14:20,145.3
1/8/2025,1:24:20,172.7
1/8/2025,1:34:20,379.7
1/8/2025,1:44:20,257.6
1/8/2025,1:54:20,277.6
1/8/2025,2:04:20,332.9
1/8/2025,2:14:20,585.3
1/8/2025,2:24:20,310.0
1/8/2025,2:34:20,205.4
1/8/2025,2:44:20,804.5
1/8/2025,2:54:20,658.2
1/8/2025,3:04:20,250.6
1/8/2025,3:14:20,344.6
1/8/2025,3:24:20,684.0
1/8/2025,3:34:20,805.3
1/8/2025,3:44:20,505.2
1/8/2025,3:54:20,833.8
1/8/2025,4:04:20,844.9
1/8/2025,4:14:20,816.9
1/8/2025,4:24:20,306.7
1/8/2025,4:34:20,878.4
1/8/2025,4:44:20,908.5
1/8/2025,4:54:20,204.7
1/8/2025,5:04:20,848.0
1/8/2025,5:14:20,881.6
1/8/2025,5:24:20,880.0
1/8/2025,5:34:20,887.5
1/8/2025,5:44:20,717.4
1/8/2025,5:54:20,243.3
1/8/2025,6:04:20,215.8
1/8/2025,6:14:20,346.2
1/8/2025,6:24:20,947.2
1/8/2025,6:34:20,239.5
1/8/2025,6:44:20,866.3
1/8/2025,6:54:20,971.8
1/8/2025,7:04:20,757.2
1/8/2025,7:14:20,716.7
1/8/2025,7:24:20,757.0
1/8/2025,7:34:20,198.1
1/8/2025,7:44:20,468.6
1/8/2025,7:54:20,623.9
1/8/2025,8:04:20,595.2
1/8/2025,8:14:20,159.9
1/8/2025,8:24:20,531.8
1/8/2025,8:34:20,576.4
1/8/2025,8:44:20,339.0
1/8/2025,8:54:20,114.8
1/8/2025,9:04:20,141.2
1/8/2025,9:14:20,102.1
1/8/2025,9:24:20,211.4
1/8/2025,9:34:20,149.8
1/8/2025,9:44:20,173.9
